member,organization,program,ein,amount,purpose
,".00 Funding will support educational and recreational services, provide operational support for programming at Hope Gardens Multiservice Center. Espinal Ridgewood Bushwick Senior Citizens Council, Inc.",Ridgewood Bushwick Senior Center,112453853,14000,".00 Funding will support programming, special events, and operational support. Reynoso Ridgewood Bushwick Senior Citizens Council, Inc. - Roundtable Senior Center"
,".00 Funding will support programming, special events, and operational support. Reynoso Ridgewood Bushwick Senior Citizens Council, Inc.",Roundtable Senior Center,112453853,9250,".00 To support programming for seniors at Roundtable Senior Center. Mealy Ridgewood Bushwick Senior Citizens Council, Inc. - Saratoga Square Senior Center"
,".00 To support programming for seniors at Roundtable Senior Center. Mealy Ridgewood Bushwick Senior Citizens Council, Inc.",Saratoga Square Senior Center,112453853,5000,".00 Funds to support programming, special events as well as provide operational support at the Saratoga Square Senior Center Crowley Ridgewood Older Adult Center and Services, Inc. 050607283 * $25,000.00 Funds are to support activities, programing, transportation, equipment amd supplies Cohen Riverdale Senior Services, Inc."
,".00 Funds to support programming, special events as well as provide operational support at the Saratoga Square Senior Center Crowley Ridgewood Older Adult Center and Services, Inc. 050607283 * $25,000.00 Funds are to support activities, programing, transportation, equipment amd supplies Cohen Riverdale Senior Services, Inc.",,237357997,40000,".00 Funding will help cover operating expenses for services to seniors, including transportation services to and from the senior center. Rodriguez Riverstone Senior Life Services, Inc."
,".00 Funding will help cover operating expenses for services to seniors, including transportation services to and from the senior center. Rodriguez Riverstone Senior Life Services, Inc.",,133355074,7500,".00 Funding to cover operating expenses of the Memory Center and Social Adult Day Program in District 10, including partially covering the salary/insurance of qualified and caring group leaders. Perkins Riverstone Senior Life Services, Inc."
,".00 Funding to cover operating expenses of the Memory Center and Social Adult Day Program in District 10, including partially covering the salary/insurance of qualified and caring group leaders. Perkins Riverstone Senior Life Services, Inc.",,133355074,10000,".00 Funding to support activities, events, and programming to enhance and expand Senior Center services and offerings."
Levine,"Riverstone Senior Life Services, Inc.",Riverstone Memory Center,133355074,12000,".00 To provide funding support for program expenses at the Memory Center. CD28 Rochdale Village Social Services, Inc."
,".00 To provide funding support for program expenses at the Memory Center. CD28 Rochdale Village Social Services, Inc.",,113397470,45000,".00 Funding will be used to support the operating costs of the Senior Center and programmatic costs for various activities, meals and supplement the printing/supplies budget."
Koo,Roman Catholic Church of St. Kevin,Senior Club,111666886,4000,".00 To provide materials for weekly meetings, activities and annual events, and other programmatic expenses. Gentile Salvation Army, The - Bay Ridge Corps Senior Program"
,".00 To provide materials for weekly meetings, activities and annual events, and other programmatic expenses. Gentile Salvation Army, The",Bay Ridge Corps Senior Program,135562351,7500,".00 Funds will support operations of monthly and weekly senior programs. Page 25 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Van Bramer Samaritan Daytop Village, Inc. - Woodside Senior Center 112635374 * $36,000.00 The Woodside Senior Center will use the funds in the following areas: Healthy Initiatives, Yoga Training Consultant, Physical Fitness, Senior Trips and to supplement members dietary needs. Vallone Samuel Field YM & YWHA, Inc. - Clearview Assistance"
Program,,,113071518,10000,".00 Funding will help support the Clearview Assistance Program and its various programs and services. Vallone Samuel Field YM & YWHA, Inc. - Senior Transportation"
,".00 Funding will help support the Clearview Assistance Program and its various programs and services. Vallone Samuel Field YM & YWHA, Inc.",Senior Transportation,113071518,15000,".00 The funding will provide seniors over the age of sixty who reside in the greater Clearview, Whitestone, Le Harve, Bay Terrace, Flushing Communities with a dedicated transportation service. Vacca San Gennaro Senior Center"
,".00 The funding will provide seniors over the age of sixty who reside in the greater Clearview, Whitestone, Le Harve, Bay Terrace, Flushing Communities with a dedicated transportation service. Vacca San Gennaro Senior Center",,432061329,10000,".00 To fund senior social programs, including refreshments and hot lunches. Menchaca SCO Family of Services - Center for Family Life Amigas Project"
,".00 To fund senior social programs, including refreshments and hot lunches. Menchaca SCO Family of Services",Center for Family Life Amigas Project,112777066,5000,".00 To support Amigas project, which addresses the unmet needs of low- income, elderly immigrant residents in Sunset Park. Funds will be used for staff, group activities, supplies and travel related to the project. Deutsch Seabreeze Jewish Center 112164803 * $3,000.00 Funds for various needs of seniors, such as home visits, social and educational events for seniors. JCC of Greater Coney Island 112665181 Mark-Viverito Search and Care, Inc."
,".00 To support Amigas project, which addresses the unmet needs of low- income, elderly immigrant residents in Sunset Park. Funds will be used for staff, group activities, supplies and travel related to the project. Deutsch Seabreeze Jewish Center 112164803 * $3,000.00 Funds for various needs of seniors, such as home visits, social and educational events for seniors. JCC of Greater Coney Island 112665181 Mark-Viverito Search and Care, Inc.",,237444790,5000,".00 To fund comprehensive care management for older adults. Kallos Search and Care, Inc."
,".00 To fund comprehensive care management for older adults. Kallos Search and Care, Inc.",,237444790,5000,".00 To provide comprehensive fee-free care management services for vulnerable older men and women living in District 5. Rosenthal Selfhelp Community Services, Inc."
,".00 To provide comprehensive fee-free care management services for vulnerable older men and women living in District 5. Rosenthal Selfhelp Community Services, Inc.",,131624178,3500,".00 Funds support operating expenses associated with providing senior case management in D6. Lander Selfhelp Community Services, Inc."
,".00 Funds support operating expenses associated with providing senior case management in D6. Lander Selfhelp Community Services, Inc.",,131624178,5000,".00 Funding to support case management services for elderly and disabled individuals. Dromm Selfhelp Community Services, Inc."
,".00 Funding to support case management services for elderly and disabled individuals. Dromm Selfhelp Community Services, Inc.",,131624178,9500,".00 To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance. Koslowitz Selfhelp Community Services, Inc. - Austin Street Senior Center"
,".00 To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance. Koslowitz Selfhelp Community Services, Inc.",Austin Street Senior Center,131624178,41000,".00 Funding to provide staff support for Painting/Drawing classes, Arts and Crafts, ESL Classes, Technology Classes and Health/Wellness classes. Funding will also support supplies for educational and recreational programming."
Koo,"Selfhelp Community Services, Inc.",Benjamin Rosenthal Prince Street Innovative Senior Center,131624178,19000,".00 To fund programming at the Benjamin Rosenthal-Prince Street Senior Center, including equipment purchasing. Constantinides Selfhelp Community Services, Inc. - Queensview NORC Services"
,".00 To fund programming at the Benjamin Rosenthal-Prince Street Senior Center, including equipment purchasing. Constantinides Selfhelp Community Services, Inc.",Queensview NORC Services,131624178,10000,.00 Funding will be used to defray the cost of office management and programming at Queensview NORC.
Levine,"Selfhelp Community Services, Inc.",Selfhelp Project Pilot Case Management Program,131624178,5000,".00 To cover rent and ulilities for the Selfhelp senior programs and services for District 7 residents. Gentile Selfhelp Community Services, Inc. - Selfhelp Virtual Senior Center"
,".00 To cover rent and ulilities for the Selfhelp senior programs and services for District 7 residents. Gentile Selfhelp Community Services, Inc.",Selfhelp Virtual Senior Center,131624178,5000,".00 Funding to support programs/services for home bound, socially isolated older adults in the 43rd district including discussion- orientated, live, interactive programs that include recreational, educational and health/well-being topics. Crowley Selfhelp Community Services, Inc. - Senior Programming at Masepth"
,".00 Funding to support programs/services for home bound, socially isolated older adults in the 43rd district including discussion- orientated, live, interactive programs that include recreational, educational and health/well-being topics. Crowley Selfhelp Community Services, Inc.",Senior Programming at Masepth,131624178,25000,".00 Funding will support a range of classes, including art, Tai Chi, yoga, ESL, and computers, as well as transportation for elderly. Lander Senior Citizens League of Flatbush, Inc. 112347331 * $5,000.00 To support education and wellness programs for seniors. Page 26 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Greenfield Senior Citizens League of Flatbush, Inc. - Senior League of Flatbush 112347331 * $7,500.00 Funds are used to enhance program activities of the Senior League of Flatbush including Health and Wellness programs, discussion groups, ESL classes, Computer classes, Arts Crafts, Dance and Music enrichment, Cultural Exchanges etc Garodnick Service Program for Older People, Inc. (SPOP)"
,".00 Funding will support a range of classes, including art, Tai Chi, yoga, ESL, and computers, as well as transportation for elderly. Lander Senior Citizens League of Flatbush, Inc. 112347331 * $5,000.00 To support education and wellness programs for seniors. Page 26 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Greenfield Senior Citizens League of Flatbush, Inc.","Senior League of Flatbush 112347331 * $7,500.00 Funds are used to enhance program activities of the Senior League of Flatbush including Health and Wellness programs, discussion groups, ESL classes, Computer classes, Arts Crafts, Dance and Music enrichment, Cultural Exchanges etc Garodnick Service Program for Older People, Inc. (SPOP)",132947616,5000,".00 Funding will support mental health counseling for seniors both at its clinic, as well as for seniors who are homebound. Rosenthal Service Program for Older People, Inc. (SPOP)"
,".00 Funding will support mental health counseling for seniors both at its clinic, as well as for seniors who are homebound. Rosenthal Service Program for Older People, Inc. (SPOP)",,132947616,5000,".00 Funds support comprehensive mental health care for District 6 seniors, including appointments at clinic on West 91st Street and professional house calls to disabled clients. Kallos Service Program for Older People, Inc. (SPOP)"
,".00 Funds support comprehensive mental health care for District 6 seniors, including appointments at clinic on West 91st Street and professional house calls to disabled clients. Kallos Service Program for Older People, Inc. (SPOP)",,132947616,1000,".00 To support the delivery of mental health care to older adults residing in Council District 5. Services include evaluations, psychotherapy, medication management, specialized substance abuse counseling and integrated physical and behavioral health care. Perkins Service Program for Older People, Inc. (SPOP)"
,".00 To support the delivery of mental health care to older adults residing in Council District 5. Services include evaluations, psychotherapy, medication management, specialized substance abuse counseling and integrated physical and behavioral health care. Perkins Service Program for Older People, Inc. (SPOP)",,132947616,10000,.00 Funds support comprehensive mental health care for District 9 seniors
Levine,"Service Program for Older People, Inc. (SPOP)",Mental Health Care for Older Adults,132947616,5000,".00 To support the satellite clinic at Riverstone Senior Center Garodnick Services and Advocacy for GLBT Elders, Inc. (SAGE)"
,".00 To support the satellite clinic at Riverstone Senior Center Garodnick Services and Advocacy for GLBT Elders, Inc. (SAGE)",,132947657,3500,".00 To support programming and services at The SAGE Center, including employment assistance, legal and financial planning, cultural and educational programs, health and wellness programs, benefit counseling, cancer support groups, and congregate meals. Lander Services and Advocacy for GLBT Elders, Inc. (SAGE)"
,".00 To support programming and services at The SAGE Center, including employment assistance, legal and financial planning, cultural and educational programs, health and wellness programs, benefit counseling, cancer support groups, and congregate meals. Lander Services and Advocacy for GLBT Elders, Inc. (SAGE)",,132947657,3500,".00 To defray costs of providing counseling, programming, and/or meals for seniors. Van Bramer Services and Advocacy for GLBT Elders, Inc. (SAGE)"
,".00 To defray costs of providing counseling, programming, and/or meals for seniors. Van Bramer Services and Advocacy for GLBT Elders, Inc. (SAGE)",,132947657,5000,".00 To fund the Center's programming which supports LGBT elders in a culturally competent manner and includes employment assistance, benefits counseling, legal and financial planning, educational offerings, health and wellness programs. Johnson Services and Advocacy for GLBT Elders, Inc. (SAGE)"
,".00 To fund the Center's programming which supports LGBT elders in a culturally competent manner and includes employment assistance, benefits counseling, legal and financial planning, educational offerings, health and wellness programs. Johnson Services and Advocacy for GLBT Elders, Inc. (SAGE)",,132947657,7500,".00 To provide programming through The SAGE Center for LGBT older adults, including employment assistance, benefits counseling, legal and financial planning, educational offerings, robust health and wellness programs Perkins Services and Advocacy for GLBT Elders, Inc. (SAGE)"
,".00 To provide programming through The SAGE Center for LGBT older adults, including employment assistance, benefits counseling, legal and financial planning, educational offerings, robust health and wellness programs Perkins Services and Advocacy for GLBT Elders, Inc. (SAGE)",,132947657,15000,".00 To provide funding support fo the SAGE Center Programs in CD09. Torres Services and Advocacy for GLBT Elders, Inc. (SAGE) - SAGE - Bronx Center"
,".00 To provide funding support fo the SAGE Center Programs in CD09. Torres Services and Advocacy for GLBT Elders, Inc. (SAGE)",SAGE - Bronx Center,132947657,10000,".00 Funds will support programming for LGBT older adults at the SAGE center int the Bronx. Gibson Services and Advocacy for GLBT Elders, Inc. (SAGE) - SAGE Center Bronx"
,".00 Funds will support programming for LGBT older adults at the SAGE center int the Bronx. Gibson Services and Advocacy for GLBT Elders, Inc. (SAGE)",SAGE Center Bronx,132947657,5000,.00 Funds will support services for LGBT older adults offered at the SAGE Center Bronx.
Palma,"Services and Advocacy for GLBT Elders, Inc. (SAGE)",The SAGE Center,132947657,5000,.00 To provide services and programming for LGBT older adults.
Levine,"Services and Advocacy for GLBT Elders, Inc. (SAGE)",The SAGE Center,132947657,3500,".00 Funding for programming conducted through flagship SAGE Center and the SAGE Center in Harlem Richards Services Now for Adult Persons (SNAP), Inc. - Brookville"
,".00 Funding for programming conducted through flagship SAGE Center and the SAGE Center in Harlem Richards Services Now for Adult Persons (SNAP), Inc.",Brookville,112591783,20000,".00 Funds will be used to provide programmatic and operating support for SNAP Brookville. Page 27 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Miller Services Now for Adult Persons (SNAP), Inc. - Brookville SNAP"
,".00 Funds will be used to provide programmatic and operating support for SNAP Brookville. Page 27 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Miller Services Now for Adult Persons (SNAP), Inc.",Brookville SNAP,112591783,5000,".00 Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at teh Brooville center. Services include Case Management, Meals-On-Wheels, Caregiver Support, Transportation/Escort. Grodenchik Services Now for Adult Persons (SNAP), Inc. - Senior Programming at SNAP of Eastern Queens"
,".00 Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at teh Brooville center. Services include Case Management, Meals-On-Wheels, Caregiver Support, Transportation/Escort. Grodenchik Services Now for Adult Persons (SNAP), Inc.",Senior Programming at SNAP of Eastern Queens,112591783,62750,".00 To help support Case Management, meals, programming, and other related senior services. Miller Services Now for Adult Persons (SNAP), Inc. - SNAP of Eastern Queens"
,".00 To help support Case Management, meals, programming, and other related senior services. Miller Services Now for Adult Persons (SNAP), Inc.",SNAP of Eastern Queens,112591783,5000,".00 Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at the Winchester Blvd location. Services include Case Management, Caregiver Support, Transportation/Escort. Dromm South Asian Council for Social Services"
,".00 Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at the Winchester Blvd location. Services include Case Management, Caregiver Support, Transportation/Escort. Dromm South Asian Council for Social Services",,113632920,5000,".00 Funding to support outreach and expenses of providing culturally and linguistically competent discussions on senior health topics, including educating on government benefits and language accessible social services and other resources."
Koo,South Asian Council for Social Services,Senior Center Programming,113632920,19000,".00 To assist with operational costs for senior-related programming, including health workshops, ESOL classes and culturally relevant recreational activities. Reynoso Southside United Housing Development Fund Corporation - David Santiago Senior Center"
,".00 To assist with operational costs for senior-related programming, including health workshops, ESOL classes and culturally relevant recreational activities. Reynoso Southside United Housing Development Fund Corporation",David Santiago Senior Center,112268359,30000,".00 To support Senior Wellness programs, and general social services for seniors. Funding will be allocated for staffing support, office technology and materials, and office infrastructure. Levin Spanish Speaking Elderly Council - RAICES"
,".00 To support Senior Wellness programs, and general social services for seniors. Funding will be allocated for staffing support, office technology and materials, and office infrastructure. Levin Spanish Speaking Elderly Council",RAICES,112730462,11300,".00 To provide senior citizens 60 and older with hot lunches, educational and recreational activities, and comprehensive case management services; to support staff salaries. Constantinides Spanish Speaking Elderly Council - RAICES - Astoria Senior Center"
,".00 To provide senior citizens 60 and older with hot lunches, educational and recreational activities, and comprehensive case management services; to support staff salaries. Constantinides Spanish Speaking Elderly Council",RAICES - Astoria Senior Center,112730462,7000,.00 Funds will be used to defray the cost of operating expenses at RAICES Astoria Senior Center
Ferreras-,Copeland Spanish Speaking Elderly Council,RAICES - Corona Senior Center,112730462,25000,".00 The funds will support RAICES services at the Corona Senior Center for hot lunches, educational and recreational activities, case management services and support overall program operation. Menchaca Spanish Speaking Elderly Council - RAICES - Red Hook Neighborhood Senior Center"
,".00 The funds will support RAICES services at the Corona Senior Center for hot lunches, educational and recreational activities, case management services and support overall program operation. Menchaca Spanish Speaking Elderly Council",RAICES - Red Hook Neighborhood Senior Center,112730462,10000,".00 Funding to support operational and programming expenses of senior services including health and wellness programs, such as ESL, tai-chi, yoga, nutrition classes. Barron Spring Creek Senior Partners, Inc."
,".00 Funding to support operational and programming expenses of senior services including health and wellness programs, such as ESL, tai-chi, yoga, nutrition classes. Barron Spring Creek Senior Partners, Inc.",,743158439,7000,".00 Funding to provide services and programming for Spring Creek Seniors. Greenfield St. Athanasius Golden Age Club 111639837 * $15,000.00 Requested funds will be used to support the weekly meetings and various activities for seniors of St. Athanasius Golden Age Club."
Treyger,St. Athanasius Golden Age Club,"Golden Age Club 111639837 * $5,000.00 Requested funds will be used to support the weekly meetings and various activities for seniors of St. Athanasius Golden Age Club. Ulrich St. Camillus Golden Age - Golden Age Club",111674392,5000,".00 Funds will support the Golden Age club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services. Page 28 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Levin St. Francis College"
,".00 Funds will support the Golden Age club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services. Page 28 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Levin St. Francis College",,111635105,9000,".00 To support St. Francis College’s For Seniors program that provides free activities, including Tai Chi, Pilates, yoga, swimming, creative writing classes, introductory course to Computers and use of the internet, lecture series, and free first run movies. Ulrich St. Francis DeSales Golden Age Club"
,".00 To support St. Francis College’s For Seniors program that provides free activities, including Tai Chi, Pilates, yoga, swimming, creative writing classes, introductory course to Computers and use of the internet, lecture series, and free first run movies. Ulrich St. Francis DeSales Golden Age Club",,111631813,6000,".00 Funds will support the Golden Age club, serving seniors in the surrounding areas. Eugene St. Gabriel's Episcopaal Church"
,".00 Funds will support the Golden Age club, serving seniors in the surrounding areas. Eugene St. Gabriel's Episcopaal Church",,112463892,16000,".00 Funding to support senior programming, including arts/crafts, educational and informational seminars/lecture on health and environmental related topics, recreational activities, exercise classes, as well as providing benefits assistance Dromm St. Joan of Arc"
,".00 Funding to support senior programming, including arts/crafts, educational and informational seminars/lecture on health and environmental related topics, recreational activities, exercise classes, as well as providing benefits assistance Dromm St. Joan of Arc",,111675278,5000,".00 To fund transportation, luncheons, and holiday event for seniors. Eugene St. Mark's United Methodist Church 111642727 * $16,000.00 Funds will be used to maintain personnel, provide food, and to assist seniors in maximizing their full potential through educational and social activities. Vallone St. Mel Leisure Club"
,".00 To fund transportation, luncheons, and holiday event for seniors. Eugene St. Mark's United Methodist Church 111642727 * $16,000.00 Funds will be used to maintain personnel, provide food, and to assist seniors in maximizing their full potential through educational and social activities. Vallone St. Mel Leisure Club",,111646313,5000,".00 Funding to support expenses related to community programming and events including materials, supplies and outreach. Lancman St. Nicholas of Tolentine 111714878 * $5,000.00 Funding to support the operating costs of the senior center including disposable goods, and refreshments. Reynoso St. Nick's Alliance Corporation - GREC"
,".00 Funding to support expenses related to community programming and events including materials, supplies and outreach. Lancman St. Nicholas of Tolentine 111714878 * $5,000.00 Funding to support the operating costs of the senior center including disposable goods, and refreshments. Reynoso St. Nick's Alliance Corporation",GREC,510192170,7500,".00 To support Leadership, recreational, and educational activities for seniors in East Williamsburg."
Treyger,St. Simon and Jude RC Church Senior Program,Senior Program,111771932,5000,.00 Funding to support the operating costs of programming/services and events of the senior club. Salamanca St. Vincent de Paul Residence
,.00 Funding to support the operating costs of programming/services and events of the senior club. Salamanca St. Vincent de Paul Residence,,133598842,10000,.00 Funding to support All-Inclusive Care for the Elderly programming and services. Ulrich St. Virgilius Golden Age - Golden Age Club
,.00 Funding to support All-Inclusive Care for the Elderly programming and services. Ulrich St. Virgilius Golden Age,Golden Age Club,111672796,5000,".00 Funds will support the Golden Age club, serving seniors in the surrounding areas, including hosting meetings, special events, senior peer counseling, community updates and information on senior services. Garodnick Stanley M. Isaacs Neighborhood Center, Inc."
,".00 Funds will support the Golden Age club, serving seniors in the surrounding areas, including hosting meetings, special events, senior peer counseling, community updates and information on senior services. Garodnick Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,10000,".00 Funding will support senior services at the Stanley Isaacs Neighborhood Center. Kallos Stanley M. Isaacs Neighborhood Center, Inc."
,".00 Funding will support senior services at the Stanley Isaacs Neighborhood Center. Kallos Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,15000,".00 To fund senior services in support of wellness, nutrition, and fitness activities including the cost of instructors and supplies. Kallos Stanley M. Isaacs Neighborhood Center, Inc."
,".00 To fund senior services in support of wellness, nutrition, and fitness activities including the cost of instructors and supplies. Kallos Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,7000,".00 For the daily delivery of meals to home bound seniors, purchasing new delivery bags, carts, and insulated packaging equipment and providing ""specialized"" meals to clients who have unique medical needs/conditions. Mark-Viverito Stanley M. Isaacs Neighborhood Center, Inc. - Seniors in Motion @ Johnson Houses"
,".00 For the daily delivery of meals to home bound seniors, purchasing new delivery bags, carts, and insulated packaging equipment and providing ""specialized"" meals to clients who have unique medical needs/conditions. Mark-Viverito Stanley M. Isaacs Neighborhood Center, Inc.",Seniors in Motion @ Johnson Houses,132572034,10000,".00 To provide funding for the ""Seniors in Motion"" at the Johnson Houses. Matteo Staten Island Center for Independent Living, Inc."
,".00 To provide funding for the ""Seniors in Motion"" at the Johnson Houses. Matteo Staten Island Center for Independent Living, Inc.",,133266398,12000,".00 Funds will be used for transportation to and from center to seniors in our program for peer support groups, summer trips, recreational programs, the recreational pool program. Matteo Staten Island Community Services Friendship Clubs, Inc. 132778244 * $25,000.00 Funds will be used for recreation, education, transportation, health promotion programs. Page 29 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Borelli Staten Island Community Services Friendship Clubs, Inc. - Great Kills Friendship Club 132778244 * $20,000.00 Funds will support recreation, educational supplies, transportation, health promotion programs and literature at the Great Kills Friendship Club. Borelli Staten Island Community Services Friendship Clubs, Inc. - Mount Loretto Friendship Club 132778244 * $20,000.00 Funds will be used for recreation, educational supplies, transportation, health promotion programs and literature for the Mount Loretto Friendship Club.."
Rose,"Staten Island Community Services Friendship Clubs, Inc.","Todt Hill Neighborhood Friendship Club 132778244 * $3,500.00 Funds will support the administrative, staffing and operational costs associated with providing seniors with recreation, education, transportation, health promotion programs, etc. Matteo Staten Island University Hospital - Senior Colonoscopy Screenings 112868878 * $15,000.00 Funds will be used for support of senior colonoscopy screening services. Mendez Stein Senior Center, Inc. - Stein Senior Center",237378342,18000,.00 Funding to support the operating costs associated with senior programming. Lancman Stonewall Community Development Corporation
,.00 Funding to support the operating costs associated with senior programming. Lancman Stonewall Community Development Corporation,,462796863,5000,".00 Funding to support programming and services for the LGBTQ senior community with a focus on housing, financial literacy skills and health/wellness education. Dromm Stonewall Community Development Corporation"
,".00 Funding to support programming and services for the LGBTQ senior community with a focus on housing, financial literacy skills and health/wellness education. Dromm Stonewall Community Development Corporation",,462796863,5000,".00 To fund seminars and workshops, research, and support networks to help LGBTQ seniors build financial literacy skills, plan for financial and health challenges, protect assets, and create an LGBTQ-affirming network of vendors and volunteers. Rosenthal Strycker's Bay Neighborhood Council, Inc. 131943516 * $5,000.00 Funds will support the services and activities related to the Senior breakfast program. Espinal Sumner Houses Tenants Association, Inc. 112733344 * $5,000.00 Funding will support senior programming and meals Cornegy Sumner Houses Tenants Association, Inc. 112733344 * $6,750.00 Funding to support programming and services for seniors including congregate meals; recreational and cultural activities. Dromm Sunnyside Community Services, Inc."
,".00 To fund seminars and workshops, research, and support networks to help LGBTQ seniors build financial literacy skills, plan for financial and health challenges, protect assets, and create an LGBTQ-affirming network of vendors and volunteers. Rosenthal Strycker's Bay Neighborhood Council, Inc. 131943516 * $5,000.00 Funds will support the services and activities related to the Senior breakfast program. Espinal Sumner Houses Tenants Association, Inc. 112733344 * $5,000.00 Funding will support senior programming and meals Cornegy Sumner Houses Tenants Association, Inc. 112733344 * $6,750.00 Funding to support programming and services for seniors including congregate meals; recreational and cultural activities. Dromm Sunnyside Community Services, Inc.",,510189327,6500,".00 To fund an integrated continuum of senior services, which include senior center, case assistance and management, social adult day services, caregivers program, health programs, and visiting program. Gentile Sunset Park Health Council, Inc. - Seniors In Touch"
,".00 To fund an integrated continuum of senior services, which include senior center, case assistance and management, social adult day services, caregivers program, health programs, and visiting program. Gentile Sunset Park Health Council, Inc.",Seniors In Touch,202508411,5000,".00 Funding supports adult day program offering socialization and recreational opportunities for cognitively impaired, frail older adults, using the creative arts as the primary means of expression and community-building."
Koo,"Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,19000,".00 To fund program-related expenses for the senior center, including class materials, office supplies, utilities, and printing expenses. Mark-Viverito Union Settlement Association, Inc. - Healthy Aging"
Program,,,131632530,20000,".00 To fund programs and initiatives related to the health of seniors in Council District #8. Mendez United Jewish Council of the East Side, Inc. - Lillian Wald Senior Center 132735378 * $22,000.00 Funding to support congregate meals and health/wellness activities at the Lillian Wald Senior Center. Levin United Jewish Organizations of Williamsburg, Inc."
,".00 To fund programs and initiatives related to the health of seniors in Council District #8. Mendez United Jewish Council of the East Side, Inc.","Lillian Wald Senior Center 132735378 * $22,000.00 Funding to support congregate meals and health/wellness activities at the Lillian Wald Senior Center. Levin United Jewish Organizations of Williamsburg, Inc.",112728233,9500,".00 To assist low income individuals to apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, health insurance, Section 8, emergency food vouchers and packages, and legal assistance Page 30 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Menchaca United Senior Citizens Center of Sunset Park, Inc."
,".00 To assist low income individuals to apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, health insurance, Section 8, emergency food vouchers and packages, and legal assistance Page 30 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Menchaca United Senior Citizens Center of Sunset Park, Inc.",,112358277,10000,".00 To purchase office equipment, chairs for dinning room, and pool table for the recreation area. Matteo Vietnam Veterans of America, Thomas J. Tori Chapter 421"
,".00 To purchase office equipment, chairs for dinning room, and pool table for the recreation area. Matteo Vietnam Veterans of America, Thomas J. Tori Chapter 421",,061252230,9000,".00 Funds will be used for monthly meetings, operating expenses, maintenance of the park, educational program and annual meetings Garodnick VISIONS/Services for the Blind and Visually Impaired"
,".00 Funds will be used for monthly meetings, operating expenses, maintenance of the park, educational program and annual meetings Garodnick VISIONS/Services for the Blind and Visually Impaired",,131624210,3500,".00 Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support. Cornegy VISIONS/Services for the Blind and Visually Impaired 131624210 * $6,000.00 Funding is for VISIONS services to provide visual aids to support older adults who are blind or severely visually impaired. Johnson VISIONS/Services for the Blind and Visually Impaired"
,".00 Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support. Cornegy VISIONS/Services for the Blind and Visually Impaired 131624210 * $6,000.00 Funding is for VISIONS services to provide visual aids to support older adults who are blind or severely visually impaired. Johnson VISIONS/Services for the Blind and Visually Impaired",,131624210,5000,".00 Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support."
Rose,VISIONS/Services for the Blind and Visually Impaired,"""Outreach and Support for Older Adults who are Blind in New York City.""",131624210,5000,".00 Funds will support the administrative, staffing and operational costs associated with providing the organization's vision loss programs. Garodnick Visiting Neighbors, Inc."
,".00 Funds will support the administrative, staffing and operational costs associated with providing the organization's vision loss programs. Garodnick Visiting Neighbors, Inc.",,237379098,5000,".00 Funding will support outreach and assistance services to help elderly residents of the East Side remain independent. Chin Visiting Neighbors, Inc."
