file,line,fiscal_year,ein,organization,our_amount,verdict,nearest_disclosure_amount,delta,belongs_to_ein,org_text_merged
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1046,2020,132925233,"Learning through an Expanded Arts Program, Inc.",10000,unconfirmed,20000,-10000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1057,2020,134085631,"JLSC Educational Tour Bus, Inc.",20000,unconfirmed,11000,9000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1062,2020,133003112,"Studio in a School Association, Inc.",15000,unconfirmed,20000,-5000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1066,2020,134085631,"JLSC Educational Tour Bus, Inc.",20000,unconfirmed,11000,9000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1086,2020,134085631,"JLSC Educational Tour Bus, Inc.",48000,unconfirmed,75000,-27000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1095,2020,134085631,"JLSC Educational Tour Bus, Inc.",10000,unconfirmed,10500,-500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1126,2020,273218865,"Ballroom Basix USA, Inc.",15000,unconfirmed,20000,-5000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1185,2020,134085631,"JLSC Educational Tour Bus, Inc.",20000,unconfirmed,11000,9000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1191,2020,134051235,"Film Fleadh Foundation, Inc.",20000,unconfirmed,25000,-5000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1193,2020,134137551,"Topaz Arts, Inc.",20000,unconfirmed,25000,-5000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1246,2020,139226721,"United Federation of Teachers Educational Foundation, Inc.",1768800,unconfirmed,1686300,82500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1256,2020,136400434,Department of Education,1125000,unconfirmed,1117274,7726,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1262,2020,132612524,"Fund for the City of New York, Inc.",350000,unconfirmed,325000,25000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1266,2020,139226721,"United Federation of Teachers Educational Foundation, Inc.",3500000,unconfirmed,3468000,32000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1285,2020,111950787,"United Community Centers, Inc.",40000,unconfirmed,20000,20000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1338,2020,136400434,Department of Parks and Recreation,21500,unconfirmed,22000,-500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1371,2020,300037735,Flushing Meadows-Corona Park Conservancy,39000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1445,2020,133412540,"Doe Fund, Inc., The",20000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1453,2020,133912768,"Publicolor, Inc.",60000,unconfirmed,50000,10000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1511,2020,132725423,Wildcat Service Corporation,180000,unconfirmed,170000,10000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1519,2020,132725423,Wildcat Service Corporation,32500,unconfirmed,35000,-2500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1528,2020,133179546,Food Bank for New York City,625000,unconfirmed,275000,350000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1574,2020,112868878,University Hospital,50000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1608,2020,136400434,Department of Health and Mental Hygiene,228630,unconfirmed,220000,8630,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1618,2020,133584089,"Housing Works, Inc.",345094,unconfirmed,350000,-4906,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1741,2020,132775999,"Association for Neighborhood & Housing Development, Inc.",159459,unconfirmed,100000,59459,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1742,2020,133020589,Belmont Arthur Avenue Local Development Corporation,100729,unconfirmed,71000,29729,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1743,2020,113250772,Bridge Street Development Corporation,100729,unconfirmed,71000,29729,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1744,2020,471006046,"Bronx Neighborhood Housing Services CDC, Inc., The",90730,unconfirmed,61000,29730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1753,2020,132915659,"Good Old Lower East Side, Inc.",80729,unconfirmed,100000,-19271,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1755,2020,112412584,"Housing and Family Services of Greater New York, Inc.",161730,unconfirmed,132000,29730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1756,2020,510141489,"Housing Conservation Coordinators, Inc.",90730,unconfirmed,115000,-24270,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1760,2020,132600199,Legal Services NYC,90729,unconfirmed,100000,-9271,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1765,2020,471169779,"Neighborhood Housing Services of Brooklyn CDC, Inc.",222730,unconfirmed,193000,29730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1766,2020,237398279,"Neighborhood Housing Services of Jamaica, Inc.",151730,unconfirmed,75000,76730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1767,2020,133110811,Neighborhood Initiatives Development Corporation (NIDC),90730,unconfirmed,61000,29730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1776,2020,112375583,"Community House, Inc.",80730,unconfirmed,51000,29730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1779,2020,112268359,Southside United Housing Development Fund Corporation,90730,unconfirmed,95000,-4270,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1784,2020,133442022,Urban Justice Center,243730,unconfirmed,100000,143730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1785,2020,132941841,"West Bronx Housing and Neighborhood Resource Center, Inc.",100730,unconfirmed,71000,29730,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1802,2020,132934000,"Banana Kelly Community Improvement Association, Inc.",90000,unconfirmed,60000,30000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1803,2020,133526938,Committee Against Anti-Asian Violence (CAAAV),90000,unconfirmed,60000,30000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1804,2020,112634818,"Catholic Migration Services, Inc.",122000,unconfirmed,137500,-15500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1807,2020,141719016,"Crenulated Company, Ltd., The d/b/a New Settlement Apartments",134000,unconfirmed,142000,-8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1808,2020,112475743,"Fifth Avenue Committee, Inc.",122000,unconfirmed,130000,-8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1809,2020,510188251,Flatbush Development Corporation,122000,unconfirmed,130000,-8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1810,2020,132915659,"Good Old Lower East Side, Inc.",122000,unconfirmed,130000,-8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1811,2020,510141489,"Housing Conservation Coordinators, Inc.",122000,unconfirmed,115000,7000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1812,2020,133385032,"Mary Mitchell Family and Youth Center, Inc.",122000,unconfirmed,130000,-8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1813,2020,132806160,"Northwest Bronx Community and Clergy Coalition, Inc.",122000,unconfirmed,130000,-8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1814,2020,112451752,"Pratt Area Community Council, Inc.",90000,unconfirmed,61000,29000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1815,2020,510192170,St. Nick's Alliance Corporation,134000,unconfirmed,145000,-11000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1816,2020,132902798,"Urban Homesteading Assistance (U-HAB), Inc.",133000,unconfirmed,147000,-14000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1817,2020,133442022,Urban Justice Center,463000,unconfirmed,100000,363000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1818,2020,112435565,"Woodside on the Move, Inc.",122000,unconfirmed,137500,-15500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1889,2020,112480339,"CAMBA, Inc.",455000,unconfirmed,320333,134667,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1897,2020,133442022,Urban Justice Center,455000,unconfirmed,100000,355000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1907,2020,136400434,Department of Health and Mental Hygiene,264916,unconfirmed,250000,14916,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,1975,2020,135564937,"Jewish Board of Family and Children's Services, Inc.",232103,unconfirmed,132103,100000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2069,2020,132903183,"Green Guerillas, Inc.",40000,unconfirmed,39500,500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2073,2020,461763706,East New York Restoration Local Development Corporation,75000,unconfirmed,40000,35000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2124,2020,136400434,Department of Parks and Recreation,46000,unconfirmed,45000,1000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2154,2020,822659106,"Friends of Kivlehan Park, Inc.",10000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2175,2020,132561121,"Turtle Bay Tree Fund, Inc.",10000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2176,2020,113582255,"Stuyvesant Cove Park Association, Inc.",10000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2186,2020,342056362,Bameso USA,25000,unconfirmed,20000,5000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2187,2020,133561657,City Parks Foundation,18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2216,2020,133893536,CUNY Creative Arts Team,80000,unconfirmed,75000,5000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2218,2020,461763706,East New York Restoration Local Development Corporation,400000,unconfirmed,170000,230000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2219,2020,814482839,"Elite Learners, Inc.",80000,unconfirmed,50000,30000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2221,2020,132612524,"Fund for the City of New York, Inc.",80000,unconfirmed,70775,9225,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2222,2020,061711370,"Getting Out and Staying Out, Inc.",190600,unconfirmed,200000,-9400,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2227,2020,237085239,"New York Center for Interpersonal Development, Inc.",80000,unconfirmed,40000,40000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2231,2020,131860451,"Rising Ground, Inc.",80000,unconfirmed,45000,35000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2232,2020,132912963,"SCAN-New York Volunteer Parent-Aides Association, Inc.",80000,unconfirmed,40000,40000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2306,2020,510204121,"Jamaica Service Program for Older Adults (JSPOA), Inc.",20000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2382,2020,132744533,"Bronx Jewish Community Council, Inc.",29580,unconfirmed,23000,6580,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2384,2020,112047151,"Catholic Charities Neighborhood Services, Inc.",314580,unconfirmed,251000,63580,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2387,2020,135562210,"Educational Alliance, Inc., The",75114,unconfirmed,25000,50114,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2388,2020,131893908,Goddard Riverside Community Center,108400,unconfirmed,70000,38400,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2389,2020,135562230,"Grand Street Settlement, Inc.",168890,unconfirmed,100000,68890,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2390,2020,135562412,"Hamilton-Madison House, Inc.",101150,unconfirmed,100000,1150,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2391,2020,131562242,Henry Street Settlement,88400,unconfirmed,65000,23400,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2392,2020,135562989,Hudson Guild,61880,unconfirmed,50000,11880,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2393,2020,111729398,"Jacob A. Riis Neighborhood Settlement, The",221940,unconfirmed,191000,30940,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2394,2020,510204121,"Jamaica Service Program for Older Adults (JSPOA), Inc.",50000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2395,2020,132620896,Jewish Association for Services for the Aged (JASA),236580,unconfirmed,75000,161580,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2398,2020,136206256,"Morningside Retirement and Health Services, Inc.",48620,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2400,2020,133413349,"Penn South Social Services, Inc.",121880,unconfirmed,60000,61880,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2402,2020,112375583,"Community House, Inc.",33150,unconfirmed,29730,3420,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2403,2020,113071518,"Samuel Field YM & YWHA, Inc.",148820,unconfirmed,138442,10378,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2407,2020,113070228,"Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc.",254595,unconfirmed,229595,25000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2409,2020,132572034,"Stanley M. Isaacs Neighborhood Center, Inc.",32045,unconfirmed,26500,5545,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2411,2020,131632530,"Union Settlement Association, Inc.",30940,unconfirmed,30000,940,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2484,2020,131893908,Goddard Riverside Community Center,25000,unconfirmed,24500,500,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2504,2020,510204121,"Jamaica Service Program for Older Adults (JSPOA), Inc.",20000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2505,2020,510204121,"Jamaica Service Program for Older Adults (JSPOA), Inc.",10000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2559,2020,112037770,"Queensborough Community College Auxiliary Enterprise Association, Inc.",10000,ein_absent,,,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2574,2020,131624178,"Selfhelp Community Services, Inc.",30000,unconfirmed,25000,5000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2613,2020,113528680,"Wayside Out-Reach Development (WORD), Inc.",40000,unconfirmed,16000,24000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2634,2020,461763706,East New York Restoration Local Development Corporation,125000,unconfirmed,170000,-45000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2644,2020,136400434,City University of New York,500000,unconfirmed,532000,-32000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2669,2020,112709046,"Pitkin Avenue District Management Association, Inc.",36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2670,2020,131632530,"Union Settlement Association, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2671,2020,811133229,Uptown Grand Central,18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2672,2020,461763706,East New York Restoration Local Development Corporation,36000,unconfirmed,35000,1000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2673,2020,611682898,"ArtBridge Projects, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2675,2020,113437417,"Merchants Of Third Avenue Civic Improvement Association, Inc.",36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2676,2020,260117797,"Fordham Road District Management Association, Inc.",18000,unconfirmed,15000,3000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2678,2020,133109387,Mosholu Preservation Corporation,18000,unconfirmed,10000,8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2679,2020,133877808,Mosholu-Jerome East Gun Hill Road District Management Association,18000,unconfirmed,10000,8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2681,2020,112652331,"Central Astoria Local Development Coalition, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2682,2020,113250772,Bridge Street Development Corporation,18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2683,2020,471717438,"Neighborhood Housing Services of Brooklyn (Bedford- Stuyvesant) CDC, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2684,2020,800356502,"Central Fulton Street District Management Association, Inc.",36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2685,2020,820706930,"Apna Brooklyn Community Center, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2686,2020,112977052,"Kings Highway District Management Association, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2687,2020,383873130,"Westchester Square District Management Association, Inc.",36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2688,2020,130854930,"Horticultural Society of New York, The",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2693,2020,113099604,Women's Housing and Economic Development Corporation (WHEDco),18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2694,2020,383873130,"Westchester Square District Management Association, Inc.",36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2695,2020,110559220,"Chamber of Commerce Borough of Queens, Inc.",36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2696,2020,112382250,Greater Ridgewood Restoration Corporation,18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2697,2020,112912570,Myrtle Avenue District Management Association,18000,unconfirmed,26126,-8126,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2698,2020,133718607,"Fashion Center District Management Association, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2699,2020,471247857,"Hudson Yards Hell's Kitchen Business Improvement District, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2700,2020,133300409,"Carnegie Hill Neighbors, Inc.",36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2701,2020,133109387,Mosholu Preservation Corporation,36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2703,2020,472589237,"RPGA Studio, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2704,2020,112421647,165th Street Mall Improvement Association,18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2705,2020,472589237,"RPGA Studio, Inc.",5000,unconfirmed,8000,-3000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2706,2020,133234630,"Volunteers of Legal Service, Inc.",13000,unconfirmed,10000,3000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2708,2020,811139923,"Naturally Occurring Cultural Districts NY, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2710,2020,112739527,"Grand Street District Management Association, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2713,2020,112705085,Allen Neighborhood Preservation & Development Corporation,18000,unconfirmed,10000,8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2714,2020,237021273,Greater Jamaica Development Corporation,18000,unconfirmed,10000,8000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2715,2020,133591350,"Harlem Business Alliance, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2716,2020,134054552,Harlem Renaissance Economic Development Corporation,18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2720,2020,112575794,Rockaway Development and Revitalization Corporation,18000,unconfirmed,22000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2722,2020,133683266,"Lower East Side District Management Corporation, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2723,2020,134104889,"Bayview Community Council, Inc.",18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2724,2020,133046424,West Brighton Community Local Development Corporation,18000,unconfirmed,20000,-2000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2725,2020,133419786,"Broadway Mall Association, Inc.",36000,unconfirmed,35000,1000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2726,2020,237360305,"Urban Health Plan, Inc.",36000,unconfirmed,37900,-1900,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2731,2020,261278224,Sunnyside District Management Association,36000,unconfirmed,40000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2741,2020,133442022,Urban Justice Center,206567,unconfirmed,100000,106567,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2748,2020,133442022,Urban Justice Center,75000,unconfirmed,65000,10000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2824,2020,131988190,City University of New York,50000,unconfirmed,40000,10000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2826,2020,136400434,Department of Youth and Community Development,146000,unconfirmed,150000,-4000,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2827,2020,132997764,"Development Outreach, Inc.",171200,unconfirmed,158928,12272,,
data/fy20/schedule_c/fy20_schedule_c_awards.csv,2829,2020,542068797,Jewish Institute of Queens,240000,unconfirmed,216720,23280,,
data/fy21/schedule_c/fy21_appendix_a_aging.csv,2,2021,237247809,AARP Fort Schuyler Chapter #1242,10000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_a_aging.csv,24,2021,264164117,"Asian Community United Society, Inc.",10000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_a_aging.csv,25,2021,264164117,"Asian Community United Society, Inc.",3500,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_a_aging.csv,26,2021,264164117,"Asian Community United Society, Inc. -Senior Outreach and Programming for Elmhurst Lunar New Year",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_a_aging.csv,332,2021,900719956,"Onos Foot Prints, Inc. -Health & Nutrition Programming",4000,unconfirmed,10000,-6000,,
data/fy21/schedule_c/fy21_appendix_a_aging.csv,335,2021,133413349,"Penn South Social Services, Inc.",15500,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,24,2021,900394877,"Adams Street Foundation, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,30,2021,133749744,"African Services Committee, Inc.",2500,unconfirmed,5000,-2500,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,35,2021,262090212,"Afrolatin@ Project, Inc., The",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,61,2021,834167441,"Amayas Bookreads, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,131,2021,822712941,Asiyah Women's Center,7500,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,144,2021,264316546,"Associazione Culturale Italiana di New York, Inc.",7500,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,172,2021,112602994,Bay Ridge Community Council,5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,175,2021,113372987,Bayside Business Association,5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,264,2021,112547268,"BRIC Arts Media Brooklyn, Inc.",3500,unconfirmed,4000,-500,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,284,2021,136400434,Bronx Community Board #9,44300,unconfirmed,45000,-700,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,307,2021,274620010,Brooklyn Alliance of Neighborhood Gardens Land Trust,3500,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,308,2021,274620010,Brooklyn Alliance of Neighborhood Gardens Land Trust,2000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,382,2021,261422585,"Brothers Care, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,383,2021,261422585,"Brothers Care, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,393,2021,113306111,"Business Outreach Center Network, Inc.",2500,unconfirmed,3500,-1000,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,403,2021,200934854,"Campaign Against Hunger, Inc., The",6000,unconfirmed,5200,800,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,411,2021,112903423,"Caribbean American Chamber of Commerce and Industry, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,414,2021,133323168,"Caribbean Women's Health Association, Inc.",3000,unconfirmed,2500,500,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,437,2021,135562185,"Catholic Charities Community Services, Archdiocese of New York",25000,unconfirmed,21300,3700,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,458,2021,135645885,Center for New York City Law at New York Law School,35400,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,470,2021,112981085,Central Brooklyn Economic Development Corporation,6000,unconfirmed,5000,1000,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,504,2021,113580935,Chhaya Community Development Corporation,19500,unconfirmed,18000,1500,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,539,2021,452978709,"Cidadao Global, Global Citizen, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,560,2021,133561657,City Parks Foundation,24500,unconfirmed,10000,14500,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,561,2021,133561657,City Parks Foundation,15000,unconfirmed,10000,5000,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,624,2021,272654975,"Coalition on Positive Health Empowerment, Inc.",18000,unconfirmed,13388,4612,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,640,2021,831205784,Community Capacity Development,5500,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,711,2021,113635991,"Cultural Collaborative Jamaica, Inc.",7500,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,866,2021,136400434,Department of Parks and Recreation,17000,unconfirmed,16500,500,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,914,2021,464636329,"Do You Enlightenment and Cultural Empowerment Services, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,924,2021,824767340,"Dorill Initiative, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,937,2021,112806214,"Dutch Kills Civic Association, Inc.",6800,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,939,2021,133202305,Dyckman Resident Association,5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,947,2021,824418780,"East New York 4 Gardens, Inc.",5000,ein_absent,,,,
data/fy21/schedule_c/fy21_appendix_b_local.csv,952,2021,861096987,"East River Development Alliance, Inc.",19500,unconfirmed,20000,-500,,
