Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
Legal Services,Public Library (Research) Fiscal 2016 Subsidy,NY,485,Public Library (Research) Fiscal 2016 Subsidy,,"“Public Library (Research) Fiscal 2016 Subsidy” — a Legal Services discretionary initiative administered by NY. FY2016 adopted: $1,470,000.",0,0,1470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Queens Borough Public Library Fiscal 2016 Subsidy,Unspecified agency,486,Queens Borough Public Library Fiscal 2016 Subsidy,,"“Queens Borough Public Library Fiscal 2016 Subsidy” — a Legal Services discretionary initiative administered by Unspecified agency. FY2016 adopted: $5,880,000.",0,0,5880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Research Fiscal 2020 Subsidy,Unspecified agency,487,Research Fiscal 2020 Subsidy,,"“Research Fiscal 2020 Subsidy” — a Legal Services discretionary initiative administered by Unspecified agency. FY2020 adopted: $980,000.",0,0,0,0,0,0,0,0,0,0,980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Research Fiscal 2021 Subsidy,Unspecified agency,488,Research Fiscal 2021 Subsidy,,"“Research Fiscal 2021 Subsidy” — a Legal Services discretionary initiative administered by Unspecified agency. FY2021 adopted: $833,000.",0,0,0,0,0,0,0,0,0,0,0,0,833000,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Research Fiscal 2022 Subsidy,Unspecified agency,489,Research Fiscal 2022 Subsidy,,"“Research Fiscal 2022 Subsidy” — a Legal Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $980,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,980000,0,0,0,0,0,0,0,0,0,0,0
Legal Services,Unemployment Insurance/SSI Advocacy Project,HRA,490,Unemployment Insurance/SSI Advocacy Project,,"“Unemployment Insurance/SSI Advocacy Project” — a Legal Services discretionary initiative administered by HRA. FY2015 adopted: $1,000,000.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,(NYPL-R) Research Fiscal 2025 Subsidy,Unspecified agency,491,(NYPL-R) Research Fiscal 2025 Subsidy,,"“(NYPL-R) Research Fiscal 2025 Subsidy” — a Libraries discretionary initiative administered by Unspecified agency. FY2025 adopted: $1,099,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099000,0,0,0,0,0
Libraries,Autism Awareness,DOHMH,492,Autism Awareness,,"“Autism Awareness” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $3,246,846.",0,0,2000000,0,0,0,0,0,3236846,0,0,0,3246846,1361483,3246846,1767466,0,0,0,0,0,0,0,0,0,0
Libraries,Bailey House,DOHMH,493,Bailey House,,"“Bailey House” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $125,000.",0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Brooklyn Public Library Fiscal 2015 Subsidy,Unspecified agency,494,Brooklyn Public Library Fiscal 2015 Subsidy,,"“Brooklyn Public Library Fiscal 2015 Subsidy” — a Libraries discretionary initiative administered by Unspecified agency. FY2015 adopted: $1,400,000.",1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Children Under Five,DOHMH,495,Children Under Five,,"“Children Under Five” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $2,502,000.",0,0,1450000,0,0,0,0,0,1002000,0,1002000,0,851700,0,2502000,0,0,0,0,0,0,0,0,0,0,0
Libraries,Court-Involved Youth Mental Health,DOHMH,496,Court-Involved Youth Mental Health,,"“Court-Involved Youth Mental Health” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $3,400,000.",0,0,1900000,0,0,0,0,0,2850000,0,3400000,0,2890000,0,3400000,0,0,0,0,0,0,0,0,0,0,0
Libraries,"Developmental, Psychological and Behavioral Health Services",DOHMH,497,"Developmental, Psychological and Behavioral Health Services",,"“Developmental, Psychological and Behavioral Health Services” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $2,255,493.",0,0,0,0,0,0,0,0,2255493,0,2255493,0,1917169,0,2255493,0,0,0,0,0,0,0,0,0,0,0
Libraries,Fiscal 2023 Subsidy,QBPL,498,Fiscal 2023 Subsidy,,"“Fiscal 2023 Subsidy” — a Libraries discretionary initiative administered by QBPL. FY2023 adopted: $14,601,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14601000,0,0,0,0,0,0,0,0,0
Libraries,Fiscal 2024 Subsidy,QPL,499,Fiscal 2024 Subsidy,,"“Fiscal 2024 Subsidy” — a Libraries discretionary initiative administered by QPL. FY2024 adopted: $14,601,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14601000,0,0,0,0,0,0,0
Libraries,Fiscal 2025 Subsidy,QBPL,500,Fiscal 2025 Subsidy,,"“Fiscal 2025 Subsidy” — a Libraries discretionary initiative administered by QBPL. FY2025 adopted: $14,601,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14601000,0,0,0,0,0
Libraries,Geriatric Mental Health,DOHMH,501,Geriatric Mental Health,,"“Geriatric Mental Health” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $3,405,540.",0,0,2000000,0,0,0,0,0,1905540,0,0,0,1619709,0,3405540,0,0,0,0,0,0,0,0,0,0,0
Libraries,LGBTQ Youth All-Borough Mental Health,DOHMH,502,LGBTQ Youth All-Borough Mental Health,,"“LGBTQ Youth All-Borough Mental Health” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $1,200,000.",0,0,1000000,0,0,0,0,0,0,0,0,0,1020000,0,1200000,0,0,0,0,0,0,0,0,0,0,0
Libraries,LGBTQ Youth Mental Health,DHMH,503,LGBTQ Youth Mental Health,,"“LGBTQ Youth Mental Health” — a Libraries discretionary initiative administered by DHMH. FY2020 adopted: $1,200,000.",0,0,0,0,0,0,0,0,1200000,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Medicaid Redesign Transition,DHMH,504,Medicaid Redesign Transition,,"“Medicaid Redesign Transition” — a Libraries discretionary initiative administered by DHMH. FY2020 adopted: $500,000.",0,0,0,0,0,0,0,0,500000,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Mental Health Contracts,DOHMH,505,Mental Health Contracts,,"“Mental Health Contracts” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $621,000.",0,0,621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Mental Health Services for Vulnerable Populations,DOHMH,506,Mental Health Services for Vulnerable Populations,,"“Mental Health Services for Vulnerable Populations” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $2,338,000.",0,0,0,0,0,0,0,0,1718000,0,2318000,0,1987300,0,2338000,0,0,0,0,0,0,0,0,0,0,0
Libraries,Mental Health Services – Enhancement,DOHMH,507,Mental Health Services – Enhancement,,"“Mental Health Services – Enhancement” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $500,000.",0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Mental Hygiene Services – Chemical Dependency (CD),DOHMH,508,Mental Hygiene Services – Chemical Dependency (CD),,"“Mental Hygiene Services – Chemical Dependency (CD)” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $525,000.",0,0,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Mental Hygiene Services – Developmental Disability (DD),DOHMH,509,Mental Hygiene Services – Developmental Disability (DD),,"“Mental Hygiene Services – Developmental Disability (DD)” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $806,000.",0,0,806000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Mental Hygiene Services – MH Providers,DOHMH,510,Mental Hygiene Services – MH Providers,,"“Mental Hygiene Services – MH Providers” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $1,164,000.",0,0,1164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Opioid Prevention and Treatment,DOHMH,511,Opioid Prevention and Treatment,,"“Opioid Prevention and Treatment” — a Libraries discretionary initiative administered by DOHMH. FY2022 adopted: $3,500,000.",0,0,0,0,0,0,0,0,2000000,0,3500000,0,2975000,0,3500000,0,0,0,0,0,0,0,0,0,0,0
Libraries,Public Library (Branches) Fiscal 2015 Subsidy,NY,512,Public Library (Branches) Fiscal 2015 Subsidy,,"“Public Library (Branches) Fiscal 2015 Subsidy” — a Libraries discretionary initiative administered by NY. FY2015 adopted: $1,850,000.",1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Public Library (Research) Fiscal 2015 Subsidy,NY,513,Public Library (Research) Fiscal 2015 Subsidy,,"“Public Library (Research) Fiscal 2015 Subsidy” — a Libraries discretionary initiative administered by NY. FY2015 adopted: $350,000.",350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Queens Borough Public Library Fiscal 2015 Subsidy,Unspecified agency,514,Queens Borough Public Library Fiscal 2015 Subsidy,,"“Queens Borough Public Library Fiscal 2015 Subsidy” — a Libraries discretionary initiative administered by Unspecified agency. FY2015 adopted: $1,400,000.",1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,Research Fiscal 2023 Subsidy,Unspecified agency,515,Research Fiscal 2023 Subsidy,,"“Research Fiscal 2023 Subsidy” — a Libraries discretionary initiative administered by Unspecified agency. FY2023 adopted: $1,099,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099000,0,0,0,0,0,0,0,0,0
Libraries,Research Fiscal 2024 Subsidy,Unspecified agency,516,Research Fiscal 2024 Subsidy,,"“Research Fiscal 2024 Subsidy” — a Libraries discretionary initiative administered by Unspecified agency. FY2024 adopted: $1,099,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099000,0,0,0,0,0,0,0
Libraries,"Samaritan's of New York, Inc.",DOHMH,517,"Samaritan's of New York, Inc.",,"“Samaritan's of New York, Inc.” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $50,000.",0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,"Young Adult Institute and Workshop, Inc.",DOHMH,518,"Young Adult Institute and Workshop, Inc.",,"“Young Adult Institute and Workshop, Inc.” — a Libraries discretionary initiative administered by DOHMH. FY2016 adopted: $50,000.",0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,and DCLA Autism Awareness,DHMH,519,and DCLA Autism Awareness,,"“and DCLA Autism Awareness” — a Libraries discretionary initiative administered by DHMH. FY2020 adopted: $3,246,846.",0,0,0,0,0,0,0,0,0,0,3246846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libraries,and DCLA Geriatric Mental Health,DHMH,520,and DCLA Geriatric Mental Health,,"“and DCLA Geriatric Mental Health” — a Libraries discretionary initiative administered by DHMH. FY2020 adopted: $1,905,540.",0,0,0,0,0,0,0,0,0,0,1905540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Health Services,Anti-Gun Violence Initiative - Art a Catalyst for Change,DCLA,521,Anti-Gun Violence Initiative - Art a Catalyst for Change,,"“Anti-Gun Violence Initiative - Art a Catalyst for Change” — a Mental Health Services discretionary initiative administered by DCLA. FY2017 adopted: $720,000.",0,0,0,0,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Health Services,Art a Catalyst for Change,DCLA,522,Art a Catalyst for Change,,"“Art a Catalyst for Change” — a Mental Health Services discretionary initiative administered by DCLA. FY2018 adopted: $720,000.",0,0,0,0,0,0,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Health Services,Autism Awareness,Multiple agencies,523,Autism Awareness,,"“Autism Awareness” — a Mental Health Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $3,261,846.",690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316846,0,3261846,0,3261846,0,3261846,0,3261846,3261846
Mental Health Services,Children Under Five,DHMH,524,Children Under Five,,"“Children Under Five” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $1,556,231.",200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787000,1517000,1556231,1521231,1556231,0,1556231,450769,1556231,1556231
Mental Health Services,Court-Involved Youth Mental Health,DHMH,525,Court-Involved Youth Mental Health,,"“Court-Involved Youth Mental Health” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $3,425,000.",1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425000,3425000,3425000,3175000,3425000,3425000,3425000,3225000,3425000,3250000
Mental Health Services,"Developmental, Psychological and Behavioral Health Services",DHMH,526,"Developmental, Psychological and Behavioral Health Services",,"“Developmental, Psychological and Behavioral Health Services” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $2,255,493.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255493,0,2255493,1614081,2255493,2255493,2255493,2123390,2255493,2255493
Mental Health Services,Emergency Medical Services Mental Health and Wellness,DHMH,527,Emergency Medical Services Mental Health and Wellness,,"“Emergency Medical Services Mental Health and Wellness” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $1,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,1000000,0
Mental Health Services,Geriatric Mental Health,DOHMH,528,Geriatric Mental Health,,"“Geriatric Mental Health” — a Mental Health Services discretionary initiative administered by DOHMH. FY2024 adopted: $3,405,540.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405540,0,3405540,3205540,0,0,0,0,0,0
Mental Health Services,LGBTQ Youth All-Borough Mental Health,DOHMH,529,LGBTQ Youth All-Borough Mental Health,,"“LGBTQ Youth All-Borough Mental Health” — a Mental Health Services discretionary initiative administered by DOHMH. FY2023 adopted: $1,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0
Mental Health Services,LGBTQIA Youth All-Borough Mental Health,DOHMH,530,LGBTQIA Youth All-Borough Mental Health,,"“LGBTQIA Youth All-Borough Mental Health” — a Mental Health Services discretionary initiative administered by DOHMH. FY2024 adopted: $1,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0
Mental Health Services,LGBTQIA+ Youth Mental Health,DHMH,531,LGBTQIA+ Youth Mental Health,,"“LGBTQIA+ Youth Mental Health” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $1,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1200000,0,1200000,1200000
Mental Health Services,Mental Health Clubhouses,DHMH,532,Mental Health Clubhouses,,"“Mental Health Clubhouses” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $3,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,3000000,3000000,3000000,3000000
Mental Health Services,Mental Health Services for Vulnerable Populations,DHMH,533,Mental Health Services for Vulnerable Populations,,"“Mental Health Services for Vulnerable Populations” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $3,669,020.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933000,0,3663000,1899000,3613000,2744000,3669020,3639020,3669020,3619020
Mental Health Services,Mental Health Workforce Retention and Development,CUNY,534,Mental Health Workforce Retention and Development,,"“Mental Health Workforce Retention and Development” — a Mental Health Services discretionary initiative administered by CUNY. FY2027 adopted: $300,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,300000,0,300000,0,300000,300000
Mental Health Services,NYC 988 Crisis Intervention and Suicide Prevention Hotline,DHMH,535,NYC 988 Crisis Intervention and Suicide Prevention Hotline,,"“NYC 988 Crisis Intervention and Suicide Prevention Hotline” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $5,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,5000000,5000000
Mental Health Services,Older Adults Mental Health,Multiple agencies,536,Older Adults Mental Health,,"“Older Adults Mental Health” — a Mental Health Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $3,474,520.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405540,0,3349520,0,3474520,3474520
Mental Health Services,Opioid Prevention and Treatment,DHMH,537,Opioid Prevention and Treatment,,"“Opioid Prevention and Treatment” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $3,075,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,3075000,2975000,3075000,3075000,3075000,3075000,3075000,3075000
Mental Health Services,Parks Equity Initiative,DPR,538,Parks Equity Initiative,,"“Parks Equity Initiative” — a Mental Health Services discretionary initiative administered by DPR. FY2022 adopted: $5,113,500.",0,0,1650000,0,0,0,0,0,4603500,0,5113500,0,1798500,778500,5113500,0,0,0,0,0,0,0,0,0,0,0
Mental Health Services,Parks Maintenance,DPR,539,Parks Maintenance,,"“Parks Maintenance” — a Mental Health Services discretionary initiative administered by DPR. FY2016 adopted: $8,650,000.",0,0,8650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Health Services,Peer Specialists Support,DHMH,540,Peer Specialists Support,,"“Peer Specialists Support” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $4,500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,4500000,200000
Mental Health Services,"Samaritan's of New York, Inc.",DOHMH,541,"Samaritan's of New York, Inc.",,"“Samaritan's of New York, Inc.” — a Mental Health Services discretionary initiative administered by DOHMH. FY2015 adopted: $50,000.",50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mental Health Services,Trauma Recovery Centers,DHMH,542,Trauma Recovery Centers,,"“Trauma Recovery Centers” — a Mental Health Services discretionary initiative administered by DHMH. FY2027 adopted: $4,800,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,2400000,1783415,4800000,2290473,4800000,4800000,4800000,4800000
Mental Health Services,Tree Stumps Removal,DPR,543,Tree Stumps Removal,,"“Tree Stumps Removal” — a Mental Health Services discretionary initiative administered by DPR. FY2016 adopted: $1,054,000.",0,0,1054000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
