member,organization,program,ein,amount,purpose
Chin,"Apex for Youth, Inc.",Basketball Program & ELA Test Preparation - Council District 1,133650718,5000,
The,"funding will support a basketball program and ELA Test Preparation classes at local Council District 1 elementary schools. Chin Apex for Youth, Inc.",One-on-One Mentoring Program,133650718,7500,"Funds will support the one-on-one mentoring program by supporting the staff needed to match the youth and mentors, and coordinating and subsidizing the activities."
Menchaca,"Arab American Association of New York, Inc.",Youth Program,113604756,15000,"To support after school immigrant heritage programming, homework assistance, and cultural heritage exploration program."
Levine,"Armory Foundation, The",Educational & Athletic Programming,133680286,5000,Support for The Armory Foundation educational and athletic programming.
Ampry-Samuel,Asase Yaa Cultural Arts Foundation,,352381871,5000,Funds will be used to cover the cost associated with youth arts programming.
Cornegy,Asase Yaa Cultural Arts Foundation,,352381871,5000,"To support the Asase Yaa School of The Arts (School of the Arts, Arts Outreach, Youth Summer Employment Initiative, AYAA Dance Theater)."
Grodenchik,"Asian-American Coalition for Children and Families, Inc.",,133682471,7500,Funding to support expense related to programming and services for disadvantaged youth. Page 161 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Koo,"Asian-American Coalition for Children and Families, Inc.",Asian American Student Advocacy Program,133682471,5000,"To fund the participation of Council District 20 students in the Asian American Student Advocacy Program (ASAP), a youth leadership program that promotes college and career readiness among immigrant students and ELLs."
Chin,"Asian-American Coalition for Children and Families, Inc.",Asian American Student Advocacy Project (ASAP),133682471,5000,"Funds will support The Asian American Student Advocacy Project (ASAP), promoting college readiness among immigrant students and English language learners."
Koslowitz,"Asian-American Coalition for Children and Families, Inc.",Asian American Student Advocacy Project (ASAP),133682471,5000,"Funding to support the Asian American Student Advocacy Project (ASAP). CD22 Astoria Performing Arts Center, Inc. - Summer Stars"
,"Funding to support the Asian American Student Advocacy Project (ASAP). CD22 Astoria Performing Arts Center, Inc.",Summer Stars,651209580,15000,Funding will be used to provide theater programming for children aged 8-13.
Ampry-Samuel,"Aviate4U, Inc.",,843441343,10000,Funds will be used to cover the associated with youth aviation program.
Yeger,"Bais Yaakov, Faigeh Schonberger, of Adas Yereim",Summer Youth Programming,203295496,17000,Funds will be used to defray operating costs of summer youth programming.
Salamanca,"Banana Kelly Community Improvement Association, Inc.",Youth Education Program,132934000,20000,Funding to support the Youth Educational Program (YEP).
Levine,Bank Street College of Education,Liberty LEADS @ Bank Street College,135562167,5000,To support program costs of the Liberty LEADS program for Council District 7 students.
Vallone,Bayside Little League,Youth Sports Program,521234764,7500,Funding will be used for purchasing and upgrading equipment as well as operating costs.
Lander,"BCT Brooklyn Children's Theatre, Inc.",,452906089,5000,Funding to support operating costs of Community-Based Summer programming.
Chin,"Bella Abzug Leadership Institute, Inc.",,300280807,5000,"To support girls leadership training in middle school, high school, and college."
Cumbo,"Bella Abzug Leadership Institute, Inc.",Journey to Leadership,300280807,5000,"Funding to support leadership development and debate training programs for girls and young women, 13-21 years old, the majority of whom are young women of color."
Ampry-Samuel,"Berean Community and Family Life Center, Inc.",,112870465,5000,"Funds will be used to support the Berean Community Drumline, Enrichment Academy and Summer Day Camp,"
Cumbo,"Berean Community and Family Life Center, Inc.","Community Drumline, Enrichment Academy & Summer Day Camp",112870465,4000,"Funding to support music, dance, and other after-school and summer-intensive programs."
Maisel,Bergen Basin Community Development Corporation d/b/a Millennium Development,Millennium Youth Services,113199040,18250,"Funding to provide youth activities, sports and educational programming located at McGuire Park, St. Columba Youth gym and Good Shepherd gym."
Maisel,Bergen Basin Community Development Corporation d/b/a Millennium Development,Neighborhood Youth Services,113199040,92000,"Funding to provide youth and family development services including comprehensive after-school programming at several elementary schools. Sports and recreation, special events, social activities to community residents."
Maisel,"Bergen Beach Youth Organization, Inc.",Youth Programs,112598350,3750,"To provide recreational activities, sports, social and/or educational services, leadership programs, neighborhood beautification and other services to young people. Page 162 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Gennaro,Beth Gavriel Bukharian Congregation,,113336257,5000,"Funding to support the expenses associated with youth programming including arts/crafts, music, literature activities, and sports."
Koslowitz,Beth Gavriel Bukharian Congregation,Youth Activities,113336257,30000,"Funding to support the expenses associated with youth programming including arts / crafts, music, literature activities, and sports."
Louis,"Big Apple Leadership Academy for the Arts, Inc.",Council District 45 - Marcing Band Program,842688048,3000,Funds will be used to support the Marching Band program.
Borelli,"Big Brothers Big Sisters of New York City, Inc.",,135600383,5000,Funds will be used to support programming and operations.
Chin,"Big Brothers Big Sisters of New York City, Inc.",,135600383,3500,"Funds will support a Community-Based program which provides youth with mentorship, and a Workplace Wellness program where middle and high school youths will connect with professional mentors throughout the City to develop workplace skills."
Johnson,"Big Brothers Big Sisters of New York City, Inc.",,135600383,4500,"Funds will support staff time to provide referrals, services, and case-management for mentored youth and families. Funds will also support recruitment, screening, training, and supervision of volunteer mentors."
Kallos,"Big Brothers Big Sisters of New York City, Inc.",,135600383,1000,"Funds will support staff time for volunteer mentor training/screening, case management, counseling/problem-solving, referrals to meet needs (health, academic, legal assistance), workshop planning and implementation."
Powers,"Big Brothers Big Sisters of New York City, Inc.",,135600383,5000,Funding will support mentorship programming for bigs and littles in Council District 4.
Riley,"Big Brothers Big Sisters of New York City, Inc.",,135600383,5000,Funds will be used to support programming and operations in Council District 12.
Rivera,"Big Brothers Big Sisters of New York City, Inc.",,135600383,1500,Funds will support Big Brothers Big Sisters programs and operations.
Cabrera,"Big Brothers Big Sisters of New York City, Inc.",Mentoring Program - Council District 14,135600383,5000,"Funding will support One-to-One evidenced-based mentoring and academic support services are provided to promote positive outcomes and youth choice, and personal accountability. These programs will take place in Council District 14."
Perkins,"BioBus, Inc.",Council District 9,262092282,7500,Funding to support BioBus in Council District 9.
Brooks-Powers,"Blanche Community Progress Day Care Center, Inc.",,112243236,5000,"Funding to support wellness programming emphasizing proper nutrition/eating habits, exercise & fitness; including training/education, consults, support and distribution of written material."
Holden,"Blau Weiss Gottschee, Inc.",Youth Sporting Programs,116074351,8000,Funds to be used for operating expenses for soccer pre-academy and youth sporting programs including the cost of gym and field rentals.
Ulrich,Blessed Trinity Roman Catholic Church,Youth Sports Program,262885471,7500,Funds will be used to support Blessed Trinity's Youth Sports Program.
Rosenthal,Bloomingdale School of Music,,132562192,5000,Funds support Bloomingdale School of Music's student programming.
Levine,Bloomingdale School of Music,Project Bridge & Music Access Project,132562192,5000,'s free concerts during non-school hours.
Eugene,Bonnie Boys Club,,116075963,11000,"Funding to support the Baseball program, including the purchase of equipment and general operational expenses. Page 163 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Louis,Bonnie Boys Club,,116075963,4000,Funding will be used to support a year-long youth baseball program as well as a mentorship program that works to provide counseling and aid student athletes in the college admissions process.
Holden,"Bowne House Historical Society, Inc., The",,116111192,5000,Funds to be used to support educational and historical programs provided by Bowne House in Council District 30.
Koo,"Bowne House Historical Society, Inc., The",,116111192,5000,To support digitization of the Bowne House’s archives and educational programming for schools and residents of Council District 20.
Dromm,"Bowne House Historical Society, Inc., The",Bowne House Education,116111192,5000,To fund hands-on learning history and archaeology education program for youth in Council District 25.
Diaz,Boy Scouts of America,Greater New York Council,131624015,5000,"To support Cub Scout, Boy Scout, and Exploring programs, in Council District 18."
Eugene,Boy Scouts of America,Greater New York Council,131624015,7000,"Funding will be used to carry out character-building education and enrichment programs to youth ages 5-20 in the specific Council district to receive funding. Costs may include staff support, local program events, and program resources."
Koo,Boy Scouts of America,Greater New York Council,131624015,5000,"To carry out Scouting programs, including youth development and character-building programs for youth in Council District 20."
Rodriguez,Boy Scouts of America,Greater New York Council,131624015,5000,To support programming activities in Council District 10.
Ulrich,Boy Scouts of America,Greater New York Council,131624015,5000,Funds will be used for scouting programs and purchasing equipment.
Gjonaj,Boy Scouts of America,Greater New York Council - Boy Scouts Council - Council District 13,131624015,10000,Funding to support the enhancement and expansion of scouting programs and activities in Council District 13. To be equally distributed amongst all the troops in Council District 13.
Gennaro,Boy Scouts of America,Greater New York Council - Council District 24,131624015,5000,"Funding will be used to carry out character-building Cub Scout, Boy Scout, and Exploring programs, to youth ages 6-20 in the Council District 24."
Holden,Boy Scouts of America,Greater New York Council - Council District 30,131624015,5000,Funds to be used to support Boy and Cub Scout in Council District 30 and to purchase materials and supplies for scout troops.
Maisel,Boy Scouts of America,Greater New York Council - Council District 46,131624015,3000,"Funding will be used for scouting and programs including youth development and character building, scout programs, and exploring programs for youth (ages 6-21) in council district 46. Funding will go toward support and curriculum."
Kallos,Boy Scouts of America,Greater New York Council - Council District 5,131624015,1000,"To support costs associated with running Scouting meetings and events including enrichment trips, local Scouting activities, recognition, marketing materials, training opportunities, uniforms and camping equipment in Council District 5."
Vallone,Boy Scouts of America,Greater New York Council - NYC Youth Development,131624015,5000,"Funding will be used to carry out character-building Cub Scout, Scouts BSA, and Exploring programs."
Brooks-Powers,Boy Scouts of America,Greater New York Council - Queens Explorers Program - Council District 31,131624015,5000,Funding to support the Queens Explorers program in Council District 31.
Levine,Boy Scouts of America,Greater New York Council - Youth Development,131624015,3500,"Youth character-building and enrichment programs, local events and program resources for youth aged 5-20. Page 164 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Adams,"Boys & Girls Club of Metro Queens, Inc.",,111966067,15000,Funds will support after-school and summer programming to youth at the Club.
Koslowitz,"Boys & Girls Club of Metro Queens, Inc.",After School Program,111966067,5000,"To support the after-school and summer programs for youth. Programs include homework help, tutoring, recreation, sports, youth development, education with STEM programing, performing arts, and college prep."
Ulrich,"Boys & Girls Club of Metro Queens, Inc.",After School Programs,111966067,40000,Funds will be used to support after school programs.
Levine,"Boys and Girls Club of Harlem, Inc.",Project Learn,133102951,12500,"Funding for operating costs of comprehensive school-based after-school academic programming, including virtual programming."
Perkins,"Boys and Girls Club of Harlem, Inc.",Project Learn,133102951,10000,Funding to support Project Learn for Residents in Council District 9.
Ayala,"Boys Club of New York, Inc., The","Club, Little league & Sports Clinic",135591750,35000,To provide funding to support the athletic programming.
Barron,"Bridge the Gap Youth, Inc.",Council District 42,471393536,10000,Funding to support operating expense costs for community youth athletics programming in Council District 42.
Grodenchik,"Broadway League, Inc., The",,130951470,7000,"Funding will be used for students to watch streamed Broadway and West End productions from classrooms, home environments, or in person. Also, make Broadway more accessible to students and encourage career opportunities in the industry."
Rodriguez,"Broadway League, Inc., The",,130951470,5000,To support programming expenses for Broadway Bridges initiatives in Council District 10.
Powers,"Broadway League, Inc., The",Broadway Bridges,130951470,5000,"Funding will support Broadway Bridges, which gives tenth graders tickets to Broadway shows."
Vallone,"Broadway League, Inc., The",Broadway Bridges,130951470,10000,Funding will support the Broadway Bridges program.
Gibson,"BronxWorks, Inc.",Project Achieve Out & CAFE program - McLaughlin Community Center - Council District 16,133254484,10000,"Funding will support Project Achieve Out and CAFE program at the McLaughlin Community Center, providing after-school activities, meals, and full-day of services during summer and school break."
Lander,"Brooklyn Arts Exchange, Inc.",,113071458,7500,Funding to support free and low-cost access to the arts for children.
Reynoso,"Brooklyn Ballers Sports, Youth and Educational Corporation",,651209020,30000,"To support youth basketball, character education, and general administration."
Levin,"Brooklyn Boatworks, Inc.",,271509754,4000,"Funds will be used to support the purchase of educational tools and supplies, and classroom instructors for after-school programming."
Cumbo,"Brooklyn Book Bodega, Inc.",Books Are Essential,833811732,5000,"Funding to host community events during which children, adolescents, and families will be able to self-select books to add to their home libraries."
Ampry-Samuel,"Brooklyn Bridge Park Conservancy, Inc.",,133277651,5000,"Funds will be used for operational support of the Environmental Education, Youth Kayaking and Stewardship program."
Eugene,"Brooklyn Bridge Park Conservancy, Inc.",,133277651,5000,"Funds will be used for operational support of the Environmental Education program to provide youth in Council District 40, an opportunity to learn about sustainability, recycling, aquatic ecology, and scientific observation."
Levin,"Brooklyn Bridge Park Conservancy, Inc.",Environmental Education Program,133277651,5000,To support the Environmental Education program. Page 165 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brannan,"Brooklyn Chinese-American Association, Inc.",,113065859,4000,To support costs associated with BCA's After-School Enrichment Program at Public School 69K which offers academic activities.
Menchaca,"Brooklyn Chinese-American Association, Inc.",After-School Enrichment Program - Public School 105K (20K105),113065859,15000,"To support costs associated with BCA's After-School Enrichment program at P.S. 105K, including Educational/Recreational Specialists, purchasing arts & crafts supplies."
Treyger,"Brooklyn Chinese-American Association, Inc.",Public School 97K,113065859,5000,Funding to defray the cost of the After-School Enrichment Program at P.S. 97K.
Cornegy,"Brooklyn Pitbulls Youth Football, Inc.",,770611633,5000,Funding to support expenses related to sports programming and activities.
Levin,"Brooklyn Pitbulls Youth Football, Inc.",,770611633,3000,"Funding to support operating expenses of youth sports programming, including transportation, equipment, training, and uniforms."
Cumbo,"Brooklyn Pitbulls Youth Football, Inc.",Youth Athletic Programming,770611633,12000,"Funding to support youth organizational sports such as football, soccer for girls 6-12 (Brooklyn Fury), and speed, agility and strength training."
Ampry-Samuel,"Brooklyn Scholar Athletes, Inc.",Brooklyn Kings / STARS Academy,474064306,10000,"Funding to support operating expenses associated with sports programming for young men and women, including equipment, uniforms, transportation, outreach, workshop and tournament costs."
Levin,"Brooklyn Steppers, Inc., The",,271223035,5000,To support the general operating expenses and purchase musical instruments for the
Brooklyn,"marching band. Ampry-Samuel Brooklyn Tomahawks, Inc.",,364697520,5000,Funds will be used for operating cost associated with the football program.
Ampry-Samuel,"Brooklyn USA Sports Association, Inc.",,811070700,5000,Fund will cover the cost associated with Brooklyn USA youth programming.
Brannan,"Brooklyn USA Sports Association, Inc.",Sports Training and Rolemodels for Success (STARS) Initiative - Council District 43,811070700,5000,Funding to support the Sports Training and Rolemodels for Success (STARS) Initiative on Council District 43.
Cornegy,"Brooklyn USA Sports Association, Inc.",Youth Sports - Council District 36,811070700,5000,Funds will be used to support Youth Sports programming in Council District 36.
Lander,"Brooklyn Youth Chorus Academy, Inc.",Choral Music Education & Financial Aid Initiative,113129249,3500,Funding to support the general operating costs associated with Choral Music Education.
Ampry-Samuel,"Brooklyn Youth Chorus Academy, Inc.",Council District 41,113129249,5000,Funds will be used to support the operational cost to provide choral music education in Council District 41.
Levin,"Brooklyn Youth Chorus Academy, Inc.",Education & Performance Program,113129249,5000,To support the Choral Music Education and Performance program and the operating expenses of the Financial Aid Initiative.
Cornegy,"Brooklyn Youth Enrichment, Inc.",,844402745,5000,Funds will be used to support programming and operational costs.
Perkins,"Brotherhood Sister Sol, Inc., The",Educational Enrichment Programming,133857387,10000,Funds will support The Brotherhood Sister Sol Educational Enrichment programming.
Levine,"Brotherhood Sister Sol, Inc., The",Environmental Program,133857387,10000,"Funding to support general operating expenses of the Environmental program and other summer programs, including virtual programming."
Treyger,"C.I. Youth Alive, Inc.",,510602645,5000,"Funding for C.I. Youth Alive youth enrichment programming, including a drumline."
Brannan,"CAMBA, Inc.",Kids Unite Program @ Public School 170K,112480339,5000,Funding to support the CAMBA Kids Unite Program at Public School 170K in Bay Ridge.
Louis,"CAMBA, Inc.",PS 361K Beacon Afterschool Program,112480339,3500,Funds will support CAMBA Youth Leadership at Beacon 361. Page 166 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Eugene,Caribbean American Center of New York,,133443781,10000,"Funds will be used to support Youth Ambassador Mentoring Training STEM Youth Program (CACNY-YAMTSP), Regents Prep Tutoring, Academic Support to Students who Need Extra Help, Bridging the Gap between School and Home, Special Computer Literacy Workshops."
Louis,Caribbean American Center of New York,,133443781,10000,"Funding to support youth programming including staff support and to support college visits through transportation, school supplies, clothes, shoes for homeless families."
Cumbo,Caribbean American Center of New York,"Youth Ambassador Mentoring, Training & STEM Youth Program (YAMTSP)",133443781,4000,"Funding to support STEM, college test-prep tutors, and other supportive operating expenses."
Eugene,"Caribbean American Sports and Cultural Youth Movement (CASYM), Inc.",,112778372,5000,
The,"funding will be used to support the operational costs of running the program: purchase of equipment such as: steel pans, student tool bags; these bags will contain items such as, pan sticks, writing materials, hand sanitizers and masks. Louis Caribbean American Sports and Cultural Youth Movement (CASYM), Inc.",,112778372,5000,Funds will be used to support the Educational Sports program in Council District 45.
Feliz,Caribe Baseball Little League,,352480502,15000,Funds will support equipment for the baseball league.
Rodriguez,Caribe Baseball Little League,,352480502,5000,To help cover expenses of baseball and softball tournaments.
Salamanca,"Casita Maria, Inc.",After School Music Programming,131623994,20000,Funds will be used to cover the costs associated with the after-school music programs.
Levine,"Catholic Charities Community Services, Archdiocese of New York",Alianza Sports Tournament @ La Plaza Beacon,135562185,3500,"Funding for intramural sports tournaments and virtual programming, including male and female tournaments targeting middle school and high school aged youth."
Salamanca,"Catholic Charities Community Services, Archdiocese of New York",Back to School Program,135562185,20000,Funding to be utilized for back to school programs in Council District 17.
Perkins,"Catholic Charities Community Services, Archdiocese of New York",Harlem Explorers Program @ the Kennedy Center,135562185,12500,Funds will support Harlem Explorers Program at the Kennedy Center.
Gibson,"Catholic Charities Community Services, Archdiocese of New York",Summer & After-School Programming - Council District 16,135562185,20000,"Funding to support summer and afterschool programs in Council District 16, including event expenses and other expenditures."
Levin,"Catholic Charities Neighborhood Services, Inc.",Summer Youth Employment Program,112047151,3000,Funds will be used to support the Summer Youth Employment program.
Eugene,"Catholic Charities Neighborhood Services, Inc.",Youth Empowerment Strategies for Success (YESS) Brooklyn,112047151,7000,Funds will support Youth Empowerment Strategies for Success (YESS) Brooklyn programming and services.
Matteo,Catholic Charities of Staten Island,,135562286,35000,Funding to offset operational expenses associated with programming and services of the CYO program.
Borelli,Catholic Charities of Staten Island,Catholic Youth Organization (CYO),135562286,2500,Funding will be used to support CYO programming and services.
Borelli,Catholic Charities of Staten Island,Catholic Youth Organization (CYO),135562286,2500,Funding will be used to support CYO programming and services. Page 167 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Lander,"Center for Anti-Violence Education (CAE), Inc., The",Empowerment Self-Defense & Upstander Programs,112444676,10500,"Funding to support Empowerment Self-Defense and Upstander programming for those most at risk of violence, as well as their allies in Council District 39."
Rose,"Central Family Life Center, Inc., The",Education Matters - After School Tutoring,133626127,15000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating an after school tutoring program, including a part-time program manager, tutor, maintenance person, and school supplies."
Rose,"Central Family Life Center, Inc., The",Physical & Mental Fitness - Tae Kwon Do,133626127,5000,"Funds will support administrative, staffing and operational costs associated with providing Tae Kwon Do to Council District youth."
Chin,"Charles B. Wang Community Health Center, Inc.",Teen Resource Center,132739694,5000,"To support the Teen Resource Center's programs to empower youth, which includes a basketball tournament and open-mic night."
Gennaro,"CHAZAQ Organization USA, Inc.",,462148352,10000,"Funds will provide services for youth including counseling, homework help, recreation, sports, outings, social gatherings, games, and music."
Ulrich,"CHAZAQ Organization USA, Inc.",After School Programs - Council District 32,462148352,10000,
The,"funds will cover the operating expenses of after school programs for the youth of Council District 32 and other cultural, academic, and social programs for middle school, high school and college age youth. Koslowitz CHAZAQ Organization USA, Inc.",Youth Program,462148352,10000,"To support youth programming which includes counseling, homework help, recreation, sports, outings, social gatherings, games and music."
Cabrera,"Chess-in-the-Schools, Inc.",,136119036,15000,"Funding will support programming in Council District 14: Classroom Chess, After-School Chess Clubs/Summer Chess Camps, Scholastic Tournament program: 25 weekend/holiday tournaments, College Bound program, the Middle School Initiative and Project Chess."
Cornegy,"Chess-in-the-Schools, Inc.",,136119036,5000,Support the operating costs and programming in Council District 36 schools.
Lander,"Chess-in-the-Schools, Inc.",,136119036,5000,Funding to provide general operating support for the chess in schools program.
Levin,"Chess-in-the-Schools, Inc.",,136119036,4000,Funding to provide general operating support for the chess in schools program.
Feliz,"Chess-in-the-Schools, Inc.",Council District 15,136119036,5000,Funds will support chess programming for students in Council District 15.
Gibson,"Chess-in-the-Schools, Inc.",Council District 16,136119036,5000,"Funds will go to cover cost of running chess programs, summer camp, tournaments, College Bound program, and Teacher Training institute for youth in Council District 16. [PS 55, PS 199, HS 404]"
Koo,"Chess-in-the-Schools, Inc.",Council District 20 & Public School 20Q,136119036,5000,"To support chess programming for students and teachers in Council District 20, including Public School 20Q."
Moya,"Chess-in-the-Schools, Inc.",Council District 21,136119036,15000,To support chess program and tournament in Council District 21.
Powers,"Chess-in-the-Schools, Inc.",Council District 4,136119036,18000,Funding will support the Chess-in-the-Schools tournament program in Council District 4.
Kallos,"Chess-in-the-Schools, Inc.",Council District 5,136119036,10000,To fund the Scholastic Tournament Program for a Chess Tournament hosted at a school in Council District 5. The tournament will be offered free of charge to competitors and are open to all children in New York City.
Brooks-Powers,"Chess-in-the-Schools, Inc.",Public School 52Q (29Q52),136119036,5000,Funding to support the Chess program at Public School 52Q (29Q52). Page 168 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Levine,"Chess-in-the-Schools, Inc.","School Program, Tournament Program, College Bound, Teacher Training Institute",136119036,5000,"Funding to support a School Tournament, Teacher Training, virtual and after school programs in Council District 7."
Van Bramer,Chhaya Community Development Corporation,"Civic Engagement, Advocacy, & Organizing",113580935,3500,Funds will be used to support programs and services in Council District 26.
Gennaro,"Child Center of NY, Inc., The",,111733454,5000,"Funding to support RBI initiative, which will sponsor a Middle School baseball team at Parsons Beacon; and deliver the Breaking Barriers programs."
Koo,"Child Center of NY, Inc., The",,111733454,10000,"To support culturally-sensitive mental health programming, improved access to health care, and related programming to youth in Council District 20."
Brooks-Powers,"Child Center of NY, Inc., The",Cornerstone - Council District 31,111733454,5000,Funds to be used for programmatic support for Cornerstone in Council District 31.
Adams,"Child Center of NY, Inc., The",Council District 28,111733454,27000,Funds will support Child Center Programming in Council District 28 including the Success Highways curriculum.
Koslowitz,"Child Center of NY, Inc., The",Home Visits & Preventive Services,111733454,10000,"To support home visits and preventive services provided to at-risk children, adolescents, and families living in Queens."
Grodenchik,"Child Center of NY, Inc., The",Junior High School 74Q (26Q074),111733454,12000,Funds would be used to support programming at the Middle School program at Junior High School 74Q.
Kallos,"Child Center of NY, Inc., The",Roosevelt Island,111733454,25000,"To support the organization of a youth athletic league on Roosevelt Island, publicly noticed through Council District 5 monthly newsletter and website."
Adams,"Child Center of NY, Inc., The",South Jamaica Reads Initiative,111733454,7000,Funds will support young children reading program as part of the South Jamaica Reads initiative.
Ulrich,"Child Center of NY, Inc., The",Youth Sports,111733454,5000,Funds will be used to purchase baseball uniforms and equipment.
Cornegy,"Children of Promise, NYC",Saturday Resource Center,830440009,8500,Funding will support the CPNYC Saturday Resource Center (SRC) to provide individual tutoring to CPNYC participants each week.
Levine,"Children's Aid Society, The",After-School Program - Frederick Douglass Center,135562191,4000,"To support after-school programming, including virtual programming, for elementary and middle school children at the Frederick Douglass Center."
Rose,"Children's Aid Society, The - Curtis High School",Student Health Ambassadors,135562191,5000,
